,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
23466,102592,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2008-12-08,0.0,93792.96,93792.96
30821,320949,Female,Black,Active,POLICE,4302,ADMINISTRATIVE CLERK,2008-12-08,7352.63,53473.68,60826.31
30676,321282,Female,Black,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2008-12-22,0.0,62514.72,62514.72
31380,321388,Female,Caucasian,Active,POLICE,4302,FORENSIC PRNT SPEC III,2009-01-05,0.0,106153.92,106153.92
30649,321444,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-01-05,3946.32,99159.12,103105.44
31370,321520,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-01-05,3946.32,99159.12,103105.44
29566,321456,Female,Hispanic,Active,POLICE,4301,POLICE DETECTIVE I,2009-01-05,1962.72,99159.12,101121.84
29567,321457,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2009-01-05,3758.4,93792.96,97551.36
30646,321441,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-01-05,2818.8,93792.96,96611.76
31369,321519,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-01-05,2818.8,93792.96,96611.76
31472,321411,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-01-05,2818.8,93792.96,96611.76
31474,321415,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-01-05,0.0,93792.96,93792.96
23876,103877,Female,Caucasian,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2009-01-05,0.0,66001.68,66001.68
23844,101434,Female,Black,Active,POLICE,4302,ADMINISTRATIVE CLERK,2009-01-05,0.0,53473.68,53473.68
30654,321766,Female,Black,Active,POLICE,4302,ADMINISTRATIVE CLERK,2009-01-14,7352.63,53473.68,60826.31
31433,321845,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2009-01-20,0.0,122231.52,122231.52
29584,321866,Female,Hispanic,Active,POLICE,4302,SECURITY OFFICER,2009-01-20,0.0,58798.08,58798.08
31434,321887,Female,Black,Active,POLICE,4302,CRIME & INTEL ANLYST II,2009-01-26,0.0,100307.52,100307.52
3411,58360,Female,Hispanic,Active,POLICE,4302,COMMISSION EXEC ASST II,2009-02-01,4949.6,89992.8,94942.4
10152,42178,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2009-02-02,0.0,122231.52,122231.52
30644,322198,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2009-02-02,0.0,122231.52,122231.52
29630,322173,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-02-02,3946.32,99159.12,103105.44
29655,322219,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-02-02,2672.64,88886.16,91558.8
18761,70533,Female,Caucasian,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2009-02-02,0.0,66001.68,66001.68
31452,322289,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2009-02-09,0.0,122231.52,122231.52
31512,322515,Female,Caucasian,Active,POLICE,4302,SUPVSG CRIMINALIST,2009-02-17,7636.86,138852.0,146488.86
31382,322499,Female,Black,Active,POLICE,4302,SR DETENTION OFFICER,2009-02-17,0.0,80868.24,80868.24
29652,322428,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2009-02-17,3649.56,66356.64,70006.2
29606,322448,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2009-02-17,0.0,66356.64,66356.64
31511,322514,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2009-02-17,0.0,66356.64,66356.64
29671,322547,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2009-02-23,0.0,122231.52,122231.52
31457,322584,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2009-02-23,0.0,122231.52,122231.52
31470,322554,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2009-02-23,0.0,122231.52,122231.52
31438,322943,Female,Black,Active,POLICE,4301,POLICE DETECTIVE I,2009-03-02,2213.28,110413.44,112626.72
29589,322977,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-02,5691.89,99159.12,104851.01
31448,322959,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-02,3946.32,99159.12,103105.44
31462,323481,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-02,3946.32,99159.12,103105.44
31447,322957,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-02,981.36,99159.12,100140.48
31491,322923,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-03-02,5637.6,93792.96,99430.56
31451,322969,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-03-02,3758.4,93792.96,97551.36
31485,322912,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-03-02,3758.4,93792.96,97551.36
31001,315512,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-03-02,2818.8,93792.96,96611.76
31437,322942,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-03-02,939.6,93792.96,94732.56
31560,323800,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-30,3946.32,99159.12,103105.44
30901,316523,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-30,2964.96,99159.12,102124.08
31569,323814,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-03-30,5637.6,93792.96,99430.56
31579,323826,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2009-03-30,5637.6,93792.96,99430.56
30984,318772,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-03-30,0.0,99159.12,99159.12
31588,323839,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-03-30,2818.8,93792.96,96611.76
31590,323855,Female,Filipino,Active,POLICE,4301,POLICE OFFICER II,2009-03-30,1879.2,93792.96,95672.16
5676,34782,Female,Black,Active,POLICE,4302,SR POLICE SERV REP I,2009-03-31,8214.98,99576.72,107791.7
31624,323705,Female,Hispanic,Active,POLICE,4302,SR POLICE SERV REP I,2009-03-31,12282.14,89324.64,101606.78
31596,323614,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP III,2009-03-31,12192.88,88677.36,100870.24
17054,13544,Female,Black,Active,POLICE,4302,POLICE SERVICE REP III,2009-03-31,7315.83,88677.36,95993.19
31614,323782,Female,Black,Active,POLICE,4302,POLICE SERVICE REP III,2009-03-31,7315.83,88677.36,95993.19
31613,323781,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,14908.06,77443.92,92351.98
31619,323699,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,14908.06,77443.92,92351.98
31621,323702,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,14908.06,77443.92,92351.98
31625,323707,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,14908.06,77443.92,92351.98
23021,102501,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31547,323635,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31548,323655,Female,Filipino,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31549,323734,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31608,323711,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31612,323779,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31622,323703,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31627,323710,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,10648.54,77443.92,88092.46
31623,323704,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,8519.04,77443.92,85962.96
31610,323715,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,6389.02,77443.92,83832.94
31620,323701,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2009-03-31,6389.02,77443.92,83832.94
5068,29165,Female,Hispanic,Active,POLICE,4301,POLICE SERGEANT II,2009-04-27,7391.52,123108.48,130500.0
31642,324365,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-04-27,5929.92,99159.12,105089.04
26367,283152,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-04-27,2964.96,99159.12,102124.08
31640,324363,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-04-27,2964.96,99159.12,102124.08
31639,324361,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2009-04-27,3758.4,93792.96,97551.36
31666,324455,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-04-27,3758.4,93792.96,97551.36
31631,324376,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-04-27,2818.8,93792.96,96611.76
31646,324370,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-04-27,1879.2,93792.96,95672.16
31762,324829,Female,Caucasian,Active,POLICE,4302,CRIMINALIST III,2009-05-26,0.0,128244.96,128244.96
31724,324907,Female,Black,Active,POLICE,4301,POLICE SERGEANT I,2009-05-26,0.0,110413.44,110413.44
23057,101053,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-05-26,981.36,99159.12,100140.48
30779,320933,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-05-26,5637.6,93792.96,99430.56
31735,324927,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-05-26,3758.4,93792.96,97551.36
31720,324898,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-05-26,2818.8,93792.96,96611.76
31759,324965,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2009-05-26,2818.8,93792.96,96611.76
31732,324923,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-05-26,0.0,93792.96,93792.96
31765,325172,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2009-06-08,0.0,122231.52,122231.52
31784,325429,Female,Hispanic,Active,POLICE,4302,SR DETENTION OFFICER,2009-06-19,4099.79,74541.6,78641.39
31783,325427,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2009-06-19,3749.53,68173.2,71922.73
31842,325367,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2009-06-19,3457.73,62869.68,66327.41
31810,325497,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2009-06-22,2964.96,99159.12,102124.08
31790,325558,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-06-22,5637.6,93792.96,99430.56
24434,106148,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-06-22,2818.8,93792.96,96611.76
31792,325561,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-06-22,2818.8,93792.96,96611.76
31871,326406,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-07-20,1962.72,99159.12,101121.84
31872,326407,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-07-20,1962.72,99159.12,101121.84
31874,326409,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-07-20,2818.8,93792.96,96611.76
30772,320898,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-07-20,939.6,93792.96,94732.56
31911,327053,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-08-17,5929.92,99159.12,105089.04
31892,326983,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-08-17,2964.96,99159.12,102124.08
31909,327050,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-08-17,981.36,99159.12,100140.48
31917,327065,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2009-08-17,981.36,99159.12,100140.48
31912,327055,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-08-17,5637.6,93792.96,99430.56
31916,327064,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-08-17,5637.6,93792.96,99430.56
31915,327060,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-08-17,3758.4,93792.96,97551.36
31918,327068,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-08-17,3758.4,93792.96,97551.36
31895,326988,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-08-17,2818.8,93792.96,96611.76
31962,327409,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-09-14,5929.92,99159.12,105089.04
31950,327390,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2009-09-14,2818.8,93792.96,96611.76
31954,327399,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-09-14,2818.8,93792.96,96611.76
31965,327414,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-09-14,2818.8,93792.96,96611.76
31945,327382,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2009-09-14,3100.68,56376.0,59476.68
25885,281898,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2009-09-25,0.0,68173.2,68173.2
31990,327981,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2009-10-12,2964.96,99159.12,102124.08
31997,328001,Female,Hispanic,Active,POLICE,4301,POLICE DETECTIVE I,2009-10-12,1962.72,99159.12,101121.84
31983,327967,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2009-10-12,981.36,99159.12,100140.48
31992,327984,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-10-12,5637.6,93792.96,99430.56
31977,327960,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-10-12,2818.8,93792.96,96611.76
31980,327964,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-10-12,2818.8,93792.96,96611.76
31988,327979,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2009-10-12,2818.8,93792.96,96611.76
31994,327987,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2009-10-12,2818.8,93792.96,96611.76
32039,329079,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-01-04,9458.64,99159.12,108617.76
32033,329069,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2010-01-04,2818.8,93792.96,96611.76
32087,330180,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2010-03-01,5929.92,99159.12,105089.04
32091,330185,Female,Asian,Active,POLICE,4301,POLICE OFFICER III,2010-03-01,5929.92,99159.12,105089.04
32081,330171,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-03-01,2818.8,93792.96,96611.76
32080,330168,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-03-01,939.6,93792.96,94732.56
32092,330186,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-03-01,0.0,93792.96,93792.96
32122,330786,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2010-03-29,3946.32,99159.12,103105.44
32120,330784,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-03-29,2964.96,99159.12,102124.08
32110,330768,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-03-29,3758.4,93792.96,97551.36
32111,330769,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-03-29,3758.4,93792.96,97551.36
32114,330774,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2010-03-29,3758.4,93792.96,97551.36
32124,330787,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-03-29,2818.8,93792.96,96611.76
32098,330684,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2010-03-30,0.0,49297.68,49297.68
32198,331304,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2010-04-26,2964.96,99159.12,102124.08
32200,331307,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-04-26,0.0,99159.12,99159.12
32209,331320,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-04-26,3758.4,93792.96,97551.36
32216,331343,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-04-26,3758.4,93792.96,97551.36
32219,331347,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-04-26,3758.4,93792.96,97551.36
32233,331363,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-04-26,3758.4,93792.96,97551.36
32244,331508,Female,Caucasian,Active,POLICE,4302,SUPVSG CRIMINALIST,2010-05-10,0.0,138852.0,138852.0
32283,331827,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-05-24,5929.92,99159.12,105089.04
32288,331834,Female,Caucasian,Active,POLICE,4301,POLICE DETECTIVE I,2010-05-24,3946.32,99159.12,103105.44
19661,79541,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-05-24,2964.96,99159.12,102124.08
32305,331867,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-05-24,3758.4,93792.96,97551.36
23541,102631,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-05-24,2818.8,93792.96,96611.76
32291,331837,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-05-24,2818.8,93792.96,96611.76
32302,331860,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-05-24,2818.8,93792.96,96611.76
32284,331829,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-05-24,939.6,93792.96,94732.56
32293,331869,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2010-05-27,0.0,122231.52,122231.52
32294,332106,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2010-06-07,0.0,122231.52,122231.52
20009,74604,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2010-06-21,0.0,118953.36,118953.36
32315,332464,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2010-06-21,3946.32,99159.12,103105.44
32314,332460,Female,Asian,Active,POLICE,4301,POLICE OFFICER III,2010-06-21,2964.96,99159.12,102124.08
32317,332469,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-06-21,5637.6,93792.96,99430.56
4967,34323,Female,Hispanic,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2010-08-15,0.0,66001.68,66001.68
31959,327406,Female,Black,Active,POLICE,4301,POLICE DETECTIVE I,2010-08-16,2088.0,104608.8,106696.8
32035,329073,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2010-08-16,3758.4,93792.96,97551.36
32397,333319,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-08-16,3758.4,93792.96,97551.36
32398,333320,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-08-16,3758.4,93792.96,97551.36
32031,329064,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-08-16,2818.8,93792.96,96611.76
29883,308396,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-08-16,939.6,93792.96,94732.56
32436,334766,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-11-08,5929.92,99159.12,105089.04
32437,334767,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-11-08,5929.92,99159.12,105089.04
32447,334781,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-11-08,2964.96,99159.12,102124.08
32459,334804,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-11-08,2964.96,99159.12,102124.08
32456,334799,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-11-08,5637.6,93792.96,99430.56
32454,334792,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-11-08,3758.4,93792.96,97551.36
27265,295974,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-11-08,939.6,93792.96,94732.56
32449,334784,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2010-11-08,939.6,93792.96,94732.56
32448,334783,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2010-11-08,0.0,93792.96,93792.96
31332,317622,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2010-11-08,2672.64,88886.16,91558.8
32484,334874,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2010-11-23,0.0,115779.6,115779.6
32547,336153,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2011-01-31,3946.32,99159.12,103105.44
32560,336139,Female,Filipino,Active,POLICE,4301,POLICE OFFICER III,2011-01-31,3946.32,99159.12,103105.44
32553,336165,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2011-01-31,2964.96,99159.12,102124.08
32551,336162,Female,Asian,Active,POLICE,4301,POLICE OFFICER III,2011-01-31,981.36,99159.12,100140.48
32524,336168,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,3758.4,93792.96,97551.36
32534,336183,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,3758.4,93792.96,97551.36
32290,331836,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,2818.8,93792.96,96611.76
32527,336172,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,2818.8,93792.96,96611.76
32529,336175,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,2818.8,93792.96,96611.76
32532,336181,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,2818.8,93792.96,96611.76
32533,336182,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,1879.2,93792.96,95672.16
32528,336174,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,939.6,93792.96,94732.56
32544,336147,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,939.6,93792.96,94732.56
32550,336160,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,939.6,93792.96,94732.56
32552,336164,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-01-31,0.0,88886.16,88886.16
32577,336430,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2011-03-03,0.0,118953.36,118953.36
30932,316547,Female,Hispanic,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2011-03-13,3629.99,66001.68,69631.67
32584,337092,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2011-03-21,0.0,118953.36,118953.36
32595,337093,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2011-03-21,0.0,118953.36,118953.36
32596,337094,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2011-03-21,0.0,118953.36,118953.36
32601,337315,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2011-03-29,0.0,118953.36,118953.36
32604,337546,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-03-29,3758.4,93792.96,97551.36
32627,337565,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-03-29,3758.4,93792.96,97551.36
32606,337549,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2011-03-29,2818.8,93792.96,96611.76
25501,106889,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-19,4145.72,75376.8,79522.52
32893,339587,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2011-06-20,0.0,118953.36,118953.36
32911,339501,Female,Filipino,Active,POLICE,4302,CRIMINALIST II,2011-06-20,0.0,118953.36,118953.36
32786,339486,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,12778.56,77443.92,90222.48
32757,339666,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,8291.45,75376.8,83668.25
32758,339686,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,8291.45,75376.8,83668.25
32785,339482,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,8291.45,75376.8,83668.25
32784,339474,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,4145.72,75376.8,79522.52
32686,339464,Female,Filipino,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,6051.55,73351.44,79402.99
32783,339472,Female,Other,Active,POLICE,4302,POLICE SERVICE REP II,2011-06-20,4034.28,73351.44,77385.72
32759,339687,Female,Hispanic,Active,POLICE,4302,ACCOUNTING CLERK,2011-06-20,0.0,69697.44,69697.44
44475,340479,Female,Filipino,Active,POLICE,4302,ADMINISTRATIVE CLERK,2011-07-05,3650.09,44244.72,47894.81
32828,340616,Female,Caucasian,Active,POLICE,4301,POLICE DETECTIVE I,2011-07-18,5929.92,99159.12,105089.04
32867,340662,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2011-07-18,981.36,99159.12,100140.48
32457,334800,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,3758.4,93792.96,97551.36
32866,340661,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,3758.4,93792.96,97551.36
32868,340663,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,3758.4,93792.96,97551.36
32887,340625,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,3758.4,93792.96,97551.36
32865,340619,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,2818.8,93792.96,96611.76
32438,334769,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2011-07-18,939.6,93792.96,94732.56
33123,341518,Female,Other,Active,POLICE,4301,POLICE OFFICER II,2011-08-15,5637.6,93792.96,99430.56
33114,341502,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-08-15,3758.4,93792.96,97551.36
27844,288624,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-08-15,1879.2,93792.96,95672.16
33197,341903,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-09-12,3758.4,93792.96,97551.36
33182,341935,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-09-12,1879.2,93792.96,95672.16
31995,327988,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-09-12,939.6,93792.96,94732.56
33332,343031,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2011-11-07,5929.92,99159.12,105089.04
33296,342948,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-11-07,5637.6,93792.96,99430.56
33301,342980,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-11-07,3758.4,93792.96,97551.36
33306,343039,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-11-07,2818.8,93792.96,96611.76
33298,342968,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-11-07,1879.2,93792.96,95672.16
33386,343607,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-12-05,3758.4,93792.96,97551.36
33394,343618,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-12-05,1879.2,93792.96,95672.16
33385,343606,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-12-05,0.0,93792.96,93792.96
33383,343602,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2011-12-05,2672.64,88886.16,91558.8
33391,343613,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2011-12-05,2672.64,88886.16,91558.8
33424,344762,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2012-01-30,981.36,99159.12,100140.48
